Order	Family	Species	Occurrence	FishBase name	Name	Use	Use_elsewhere
Carcharhiniformes	Sphyrnidae	Eusphyra blochii	native 	Winghead shark 	Cucutronggeng 	commercial 	commercial 
Perciformes	Scombridae	Euthynnus affinis	native 	Kawakawa 	Timphik 	highly commercial 	highly commercial 
Carcharhiniformes	Carcharhinidae	Galeocerdo cuvier	native 	Tiger shark 	Cucut macan 	commercial 	commercial 
Perciformes	Leiognathidae	Gazza achlamys	native 	Smalltoothed ponyfish 	 	commercial 	minor commercial 
Perciformes	Leiognathidae	Gazza minuta	native 	Toothpony 	Peperek bondolan 	commercial 	commercial 
Perciformes	Gempylidae	Gempylus serpens	native 	Snake mackerel 	 	subsistence fisheries 	minor commercial 
Perciformes	Gerreidae	Gerres filamentosus	native 	Whipfin silver-biddy 	Abat like 	minor commercial 	minor commercial 
Perciformes	Gerreidae	Gerres oyena	native 	Common silver-biddy 	Babansa 	commercial 	commercial 
Perciformes	Carangidae	Gnathanodon speciosus	native 	Golden trevally 	Pidana 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Gnathodentex aureolineatus	native 	Striped large-eye bream 	Randa moruta 	commercial 	commercial 
Perciformes	Serranidae	Gracila albomarginata	native 	Masked grouper 	Kiapu bandoka 	minor commercial 	minor commercial 
Perciformes	Scombridae	Grammatorcynus bilineatus	native 	Double-lined mackerel 	Ande ande 	minor commercial 	minor commercial 
Scorpaeniformes	Platycephalidae	Grammoplites scaber	native 	Rough flathead 	Muntu kerkau 	minor commercial 	minor commercial 
Perciformes	Caesionidae	Gymnocaesio gymnoptera	native 	Slender fusilier 	Slender fusilier 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Gymnocranius elongatus	native 	Forktail large-eye bream 	 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Gymnocranius frenatus	native 	Yellowsnout large-eye bream 	Tatabe 	commercial 	commercial 
Perciformes	Lethrinidae	Gymnocranius griseus	native 	Grey large-eye bream 	Kapas-kapas laut 	commercial 	commercial 
Perciformes	Lethrinidae	Gymnocranius microdon	native 	Blue-spotted large-eye bream 	Blue-spotted large-eye bream 	minor commercial 	minor commercial 
Perciformes	Scombridae	Gymnosarda unicolor	native 	Dogtooth tuna 	Opu 	minor commercial 	minor commercial 
Cypriniformes	Cyprinidae	Hampala macrolepidota	native 	Hampala barb 	Adong 	commercial 	commercial 
Aulopiformes	Synodontidae	Harpadon nehereus	native 	Bombay-duck 	Acang-acang 	commercial 	highly commercial 
Perciformes	Helostomatidae	Helostoma temminckii	native 	Kissing gourami 	Bawan 	commercial 	highly commercial 
Siluriformes	Bagridae	Hemibagrus nemurus	native 	Asian redtail catfish 	Baung putih 	commercial 	commercial 
Siluriformes	Bagridae	Hemibagrus wyckii	native 	 	Baung burai 	commercial 	commercial 
Hexanchiformes	Hexanchidae	Heptranchias perlo	native 	Sharpnose sevengill shark 	Cucut kapukan 	minor commercial 	minor commercial 
Clupeiformes	Clupeidae	Herklotsichthys dispilonotus	native 	Blacksaddle herring 	 	subsistence fisheries 	subsistence fisheries 
Clupeiformes	Clupeidae	Herklotsichthys gotoi	native 	Goto's herring 	 	subsistence fisheries 	subsistence fisheries 
Clupeiformes	Clupeidae	Herklotsichthys quadrimaculatus	native 	Bluestripe herring 	Budueng 	minor commercial 	minor commercial 
Perciformes	Priacanthidae	Heteropriacanthus cruentatus	native 	Glasseye 	Beseh loong 	minor commercial 	minor commercial 
Hexanchiformes	Hexanchidae	Hexanchus griseus	native 	Bluntnose sixgill shark 	Cucut meong 	minor commercial 	commercial 
Siluriformes	Ariidae	Hexanematichthys sagor	native 	Sagor catfish 	Babukan 	commercial 	commercial 
Clupeiformes	Clupeidae	Hilsa kelee	native 	Kelee shad 	Mata belo 	commercial 	highly commercial 
Beloniformes	Exocoetidae	Hirundichthys oxycephalus	native 	Bony flyingfish 	 	minor commercial 	minor commercial 
Perciformes	Pentacerotidae	Histiopterus typus	native 	Sailfin armourhead 	 	commercial 	commercial 
Cypriniformes	Cyprinidae	Hypophthalmichthys nobilis	introduced 	Bighead carp 	 	highly commercial 	highly commercial 
Clupeiformes	Pristigasteridae	Ilisha elongata	native 	Elongate ilisha 	Gemprang 	commercial 	highly commercial 
Clupeiformes	Pristigasteridae	Ilisha filigera	native 	Coromandel ilisha 	Mata lebar 	subsistence fisheries 	subsistence fisheries 
Clupeiformes	Pristigasteridae	Ilisha kampeni	native 	Kampen's ilisha 	Mata lebar 	minor commercial 	minor commercial 
Clupeiformes	Pristigasteridae	Ilisha megaloptera	native 	Bigeye ilisha 	Belia mata 	commercial 	commercial 
Clupeiformes	Pristigasteridae	Ilisha melastoma	native 	Indian ilisha 	Mata lebar 	minor commercial 	minor commercial 
Clupeiformes	Pristigasteridae	Ilisha sirishai	native 	Lobejaw ilisha 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Istiophoridae	Istiompax indica	native 	Black marlin 	 	commercial 	commercial 
Perciformes	Istiophoridae	Istiophorus platypterus	native 	Indo-Pacific sailfish 	Geulang pajang 	commercial 	commercial 
Lamniformes	Lamnidae	Isurus oxyrinchus	native 	Shortfin mako 	Hiu anjing 	minor commercial 	minor commercial 
Perciformes	Sciaenidae	Johnius amblycephalus	native 	Bearded croaker 	Gelama papan 	commercial 	minor commercial 
Perciformes	Sciaenidae	Johnius borneensis	native 	Sharpnose hammer croaker 	 	commercial 	minor commercial 
Perciformes	Sciaenidae	Johnius coitor	native 	Coitor croaker 	 	minor commercial 	minor commercial 
Perciformes	Sciaenidae	Johnius macropterus	native 	Largefin croaker 	 	commercial 	commercial 
Perciformes	Sciaenidae	Johnius trachycephalus	native 	Leaftail croaker 	 	commercial 	minor commercial 
Perciformes	Istiophoridae	Kajikia audax	native 	Striped marlin 	 	commercial 	commercial 
Perciformes	Leiognathidae	Karalla dussumieri	native 	Dussumier's ponyfish 	Bete-bete 	commercial 	commercial 
Perciformes	Scombridae	Katsuwonus pelamis	native 	Skipjack tuna 	Ame-ame 	highly commercial 	highly commercial 
Siluriformes	Siluridae	Kryptopterus bicirrhis	native 	Glass catfish 	Lais limpok 	commercial 	commercial 
Siluriformes	Siluridae	Kryptopterus macrocephalus	native 	Striped glass catfish 	Lais 	commercial 	commercial 
Perciformes	Kuhliidae	Kuhlia mugil	native 	Barred flagtail 	Brajanata mugil 	commercial 	minor commercial 
Perciformes	Kuhliidae	Kuhlia rupestris	native 	Rock flagtail 	 	commercial 	commercial 
Perciformes	Kurtidae	Kurtus indicus	native 	Indian hump head 	Cinta madu 	commercial 	minor commercial 
Cypriniformes	Cyprinidae	Labeo chrysophekadion	native 	Black sharkminnow 	Arang arang 	commercial 	commercial 
Perciformes	Lactariidae	Lactarius lactarius	native 	False trevally 	Ikan susu 	commercial 	commercial 
Carcharhiniformes	Carcharhinidae	Lamiopsis temminckii	misidentification 	Broadfin shark 	Hiu bujit 	commercial 	commercial 
Perciformes	Latidae	Lates calcarifer	native 	Barramundi 	Kakap 	commercial 	highly commercial 
Perciformes	Leiognathidae	Leiognathus equulus	native 	Common ponyfish 	Peperek topang 	commercial 	minor commercial 
Perciformes	Gempylidae	Lepidocybium flavobrunneum	native 	Escolar 	 	subsistence fisheries 	minor commercial 
Cypriniformes	Cyprinidae	Leptobarbus hoevenii	native 	Hoven's carp 	Jelawat 	commercial 	commercial 
Cypriniformes	Cyprinidae	Leptobarbus melanopterus	native 	 	Bundung 	commercial 	commercial 
Perciformes	Scaridae	Leptoscarus vaigiensis	native 	Marbled parrotfish 	Lama 	commercial 	commercial 
Perciformes	Trichiuridae	Lepturacanthus savala	native 	Savalai hairtail 	Cualee 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus amboinensis	native 	Ambon emperor 	 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus atkinsoni	native 	Pacific yellowtail emperor 	Kadafo pudu 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus conchyliatus	native 	Redaxil emperor 	 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus erythracanthus	native 	Orange-spotted emperor 	Orange-finned emperor 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus erythropterus	native 	Longfin emperor 	Ketamba 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus genivittatus	native 	Longspine emperor 	Kadafo rondo 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus harak	native 	Thumbprint emperor 	Kadafo salafau 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus laticaudis	native 	Grass emperor 	 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus lentjan	native 	Pink ear emperor 	Dara papa alo 	highly commercial 	highly commercial 
Perciformes	Lethrinidae	Lethrinus microdon	native 	Smalltooth emperor 	Small-tooth emperor 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus nebulosus	native 	Spangled emperor 	Lencam 	highly commercial 	highly commercial 
Perciformes	Lethrinidae	Lethrinus obsoletus	native 	Orange-striped emperor 	Kadafo 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus olivaceus	native 	Longface emperor 	Lausu 	commercial 	commercial 
Perciformes	Lethrinidae	Lethrinus ornatus	native 	Ornate emperor 	Sikuda 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus reticulatus	native 	Red snout emperor 	 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus rubrioperculatus	native 	Spotcheek emperor 	Tari wande 	highly commercial 	highly commercial 
Perciformes	Lethrinidae	Lethrinus semicinctus	native 	Black blotch emperor 	Kadafo rondo 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus variegatus	native 	Slender emperor 	Popontu 	minor commercial 	minor commercial 
Perciformes	Lethrinidae	Lethrinus xanthochilus	native 	Yellowlip emperor 	Ikan pit 	commercial 	commercial 
Perciformes	Lutjanidae	Lipocheilus carnolabrum	native 	Tang's snapper 	 	commercial 	commercial 
Perciformes	Lobotidae	Lobotes surinamensis	native 	Tripletail 	Kakap bate 	commercial 	commercial 
Carcharhiniformes	Carcharhinidae	Loxodon macrorhinus	native 	Sliteye shark 	Cucut pisang 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus argentimaculatus	native 	Mangrove red snapper 	Ganggrang eca 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus bengalensis	native 	Bengal snapper 	Bengal snapper 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus biguttatus	native 	Two-spot banded snapper 	Tanda-tanda pasir 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus bitaeniatus	native 	Indonesian snapper 	 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus bohar	native 	Two-spot red snapper 	Jareung gigo 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus boutton	native 	Moluccan snapper 	Moluccen snapper 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus carponotatus	native 	Spanish flag snapper 	Langsuroh alo 	subsistence fisheries 	minor commercial 
Perciformes	Lutjanidae	Lutjanus decussatus	native 	Checkered snapper 	Alaka mata 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus dodecacanthoides	native 	Sunbeam snapper 	 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus ehrenbergii	native 	Blackspot snapper 	Baba banku 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus erythropterus	native 	Crimson snapper 	Bambangan 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus fulviflamma	native 	Dory snapper 	Ikan tanda 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus fulvus	native 	Blacktail snapper 	Tambak 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus gibbus	native 	Humpback red snapper 	Jenaha 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus johnii	native 	John's snapper 	Tambangan 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus kasmira	native 	Common bluestripe snapper 	Gorara tikus 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus lemniscatus	native 	Yellowstreaked snapper 	Cablikan 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus lunulatus	native 	Lunartail snapper 	Tutong iku 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus lutjanus	native 	Bigeye snapper 	Gorara gigi anjing 	highly commercial 	highly commercial 
Perciformes	Lutjanidae	Lutjanus madras	native 	Indian snapper 	Indian snapper 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus malabaricus	native 	Malabar blood snapper 	Ine 	highly commercial 	highly commercial 
Perciformes	Lutjanidae	Lutjanus mizenkoi	native 	Samoan snapper 	Golden snapper 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus monostigma	native 	One-spot snapper 	Kelalah 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus quinquelineatus	native 	Five-lined snapper 	Sala 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus rivulatus	native 	Blubberlip snapper 	Gaga 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus russellii	native 	Russell's snapper 	Aba 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus sebae	native 	Emperor red snapper 	Bambangan 	commercial 	commercial 
Perciformes	Lutjanidae	Lutjanus semicinctus	native 	Black-banded snapper 	Half-barred snapper 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus timoriensis	native 	Timor snapper 	Timor snapper 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Lutjanus vitta	native 	Brownstripe red snapper 	Mala 	commercial 	commercial 
Perciformes	Lutjanidae	Macolor macularis	native 	Midnight snapper 	Sulai asau 	commercial 	commercial 
Perciformes	Lutjanidae	Macolor niger	native 	Black and white snapper 	Kompele terbang 	commercial 	commercial 
Cypriniformes	Cyprinidae	Macrochirichthys macrochirus	native 	Long pectoral-fin minnow 	Abang 	commercial 	commercial 
Synbranchiformes	Mastacembelidae	Macrognathus zebrinus	questionable 	Zebra spiny eel 	 	minor commercial 	minor commercial 
Perciformes	Istiophoridae	Makaira mazara	native 	Indo-Pacific blue marlin 	 	commercial 	commercial 
Gadiformes	Macrouridae	Malacocephalus laevis	native 	Softhead grenadier 	 	minor commercial 	minor commercial 
Atheriniformes	Telmatherinidae	Marosatherina ladigesi	endemic 	Celebes rainbowfish 	 	commercial 	of no interest 
Stomiiformes	Sternoptychidae	Maurolicus muelleri	native 	Silvery lightfish 	 	commercial 	minor commercial 
Perciformes	Carangidae	Megalaspis cordyla	native 	Torpedo scad 	Aolan 	commercial 	highly commercial 
Elopiformes	Megalopidae	Megalops cyprinoides	native 	Indo-Pacific tarpon 	Bulan-bulan 	minor commercial 	minor commercial 
Perciformes	Menidae	Mene maculata	native 	Moonfish 	Kekek jawa 	commercial 	commercial 
Scorpaeniformes	Synanceiidae	Minous monodactylus	native 	Grey stingfish 	 	minor commercial 	minor commercial 
Tetraodontiformes	Molidae	Mola mola	native 	Ocean sunfish 	Ocean sunfish 	minor commercial 	minor commercial 
Synbranchiformes	Synbranchidae	Monopterus albus	native 	Asian swamp eel 	Belut 	minor commercial 	commercial 
Perciformes	Lethrinidae	Monotaxis grandoculis	native 	Humpnose big-eye bream 	Bagangan 	commercial 	commercial 
Perciformes	Mullidae	Mulloidichthys flavolineatus	native 	Yellowstripe goatfish 	Banguntu janggutan tuba 	commercial 	commercial 
Anguilliformes	Muraenesocidae	Muraenesox bagio	native 	Common pike conger 	 	commercial 	commercial 
Anguilliformes	Muraenesocidae	Muraenesox cinereus	native 	Daggertooth pike conger 	Pucuk nipah 	commercial 	highly commercial 
Siluriformes	Bagridae	Mystus gulio	native 	Long whiskers catfish 	Lundu 	commercial 	commercial 
Siluriformes	Bagridae	Mystus nigriceps	native 	Twospot catfish 	 	commercial 	commercial 
Perciformes	Acanthuridae	Naso hexacanthus	native 	Sleek unicornfish 	Kumai belowis 	commercial 	commercial 
Perciformes	Carangidae	Naucrates ductor	native 	Pilotfish 	 	minor commercial 	minor commercial 
Orectolobiformes	Ginglymostomatidae	Nebrius ferrugineus	native 	Tawny nurse shark 	Cucut buta 	commercial 	commercial 
Carcharhiniformes	Carcharhinidae	Negaprion acutidens	native 	Sicklefin lemon shark 	Lemon shark 	commercial 	commercial 
Siluriformes	Ariidae	Nemapteryx caelata	native 	Engraved catfish 	Duri kerak 	commercial 	commercial 
Clupeiformes	Clupeidae	Nematalosa come	native 	Western Pacific gizzard shad 	 	subsistence fisheries 	subsistence fisheries 
Clupeiformes	Clupeidae	Nematalosa erebi	native 	Australian river gizzard shad 	 	subsistence fisheries 	commercial 
Perciformes	Nemipteridae	Nemipterus balinensis	endemic 	Balinese threadfin bream 	Lankiaba 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Nemipterus balinensoides	native 	Dwarf threadfin bream 	Dwarf threadfin 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Nemipterus bathybius	native 	Yellowbelly threadfin bream 	 	commercial 	commercial 
Perciformes	Nemipteridae	Nemipterus bipunctatus	native 	Delagoa threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus celebicus	native 	Celebes threadfin bream 	Cuih 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus furcosus	native 	Fork-tailed threadfin bream 	Gurisi 	commercial 	commercial 
Perciformes	Nemipteridae	Nemipterus gracilis	endemic 	Graceful threadfin bream 	Juka eja 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus hexodon	native 	Ornate threadfin bream 	Kambayan 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus isacanthus	native 	Teardrop threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus japonicus	native 	Japanese threadfin bream 	Gurisi 	commercial 	commercial 
Perciformes	Nemipteridae	Nemipterus marginatus	native 	Red filament threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus mesoprion	native 	Mauvelip threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus nematophorus	native 	Doublewhip threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus nematopus	native 	Yellow-tipped threadfin bream 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Nemipterus nemurus	native 	Redspine threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus peronii	native 	Notchedfin threadfin bream 	Cuih 	minor commercial 	commercial 
Perciformes	Nemipteridae	Nemipterus tambuloides	native 	Fivelined threadfin bream 	Gurisi 	commercial 	commercial 
Perciformes	Nemipteridae	Nemipterus thosaporni	native 	Palefin threadfin bream 	 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Nemipterus virgatus	native 	Golden threadfin bream 	 	commercial 	commercial 
Perciformes	Nemipteridae	Nemipterus zysron	native 	Slender threadfin bream 	Cuih 	minor commercial 	minor commercial 
Perciformes	Gempylidae	Neoepinnula orientalis	native 	Sackfish 	 	subsistence fisheries 	subsistence fisheries 
Siluriformes	Ariidae	Netuma thalassina	native 	Giant catfish 	Jahan 	commercial 	commercial 
Osteoglossiformes	Notopteridae	Notopterus notopterus	native 	Bronze featherback 	Kapirat 	commercial 	commercial 
Perciformes	Leiognathidae	Nuchequula blochii	misidentification 	Twoblotch ponyfish 	 	commercial 	commercial 
Clupeiformes	Pristigasteridae	Opisthopterus tardoore	native 	Tardoore 	 	minor commercial 	minor commercial 
Clupeiformes	Pristigasteridae	Opisthopterus valenciennesi	native 	Slender tardoor 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Cichlidae	Oreochromis mossambicus	introduced 	Mozambique tilapia 	Jahir 	commercial 	highly commercial 
Perciformes	Cichlidae	Oreochromis niloticus	introduced 	Nile tilapia 	Nila 	commercial 	highly commercial 
Perciformes	Osphronemidae	Osphronemus goramy	native 	Giant gourami 	Gurami 	commercial 	commercial 
Cypriniformes	Cyprinidae	Osteochilus melanopleurus	native 	 	Aro 	commercial 	commercial 
Cypriniformes	Cyprinidae	Osteochilus vittatus	native 	Bonylip barb 	Asah-asah 	minor commercial 	highly commercial 
Siluriformes	Ariidae	Osteogeneiosus militaris	native 	Soldier catfish 	Songop 	commercial 	commercial 
Mugiliformes	Mugilidae	Osteomugil cunnesius	native 	Longarm mullet 	Belanak kodok 	commercial 	commercial 
Perciformes	Apogonidae	Ostorhinchus semilineatus	native 	Half-lined cardinal 	Half-lined cardinal 	subsistence fisheries 	subsistence fisheries 
Perciformes	Sciaenidae	Otolithes ruber	native 	Tigertooth croaker 	Gelik 	commercial 	commercial 
Perciformes	Sciaenidae	Otolithoides biauritus	native 	Bronze croaker 	Pecah piring 	minor commercial 	minor commercial 
Perciformes	Cepolidae	Owstonia totomiensis	misidentification 	Short-tail bandfish 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Labridae	Oxycheilinus bimaculatus	native 	Two-spot wrasse 	Little maori wrasse 	subsistence fisheries 	subsistence fisheries 
Perciformes	Eleotridae	Oxyeleotris marmorata	native 	Marble goby 	Bakut 	commercial 	commercial 
Perciformes	Stromateidae	Pampus argenteus	native 	Silver pomfret 	Bawai puteh 	commercial 	highly commercial 
Perciformes	Stromateidae	Pampus chinensis	native 	Chinese silver pomfret 	 	minor commercial 	minor commercial 
Siluriformes	Pangasiidae	Pangasius kunyit	native 	 	Kunyit 	commercial 	commercial 
Siluriformes	Pangasiidae	Pangasius nasutus	native 	 	Patin 	commercial 	commercial 
Siluriformes	Pangasiidae	Pangasius pangasius	questionable 	Pangas catfish 	Jambal 	commercial 	commercial 
Perciformes	Sciaenidae	Panna microdon	native 	Panna croaker 	Gelamah 	minor commercial 	minor commercial 
Perciformes	Carangidae	Pantolabus radiatus	native 	Fringefin trevally 	 	minor commercial 	minor commercial 
Tetraodontiformes	Tetraodontidae	Pao palembangensis	native 	 	Buntal 	subsistence fisheries 	minor commercial 
Perciformes	Lutjanidae	Paracaesio kusakarii	native 	Saddle-back snapper 	 	minor commercial 	minor commercial 
Perciformes	Lutjanidae	Paracaesio sordida	native 	Dirty ordure snapper 	Fusilier snapper 	commercial 	commercial 
Perciformes	Lutjanidae	Paracaesio xanthura	native 	Yellowtail blue snapper 	False fusilier 	commercial 	commercial 
Cypriniformes	Cyprinidae	Parachela oxygastroides	native 	Glass fish 	Entebuloh 	commercial 	commercial 
Perciformes	Nemipteridae	Parascolopsis eriomma	native 	Rosy dwarf monocle bream 	Collared monocle bream 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Parascolopsis inermis	native 	Unarmed dwarf monocle bream 	Banded monocle bream 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Parascolopsis tanyactis	native 	Long-rayed dwarf monocle bream 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Parascolopsis tosensis	native 	Tosa dwarf monocle bream 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Carangidae	Parastromateus niger	native 	Black pomfret 	Bawai itam 	commercial 	highly commercial 
Perciformes	Mullidae	Parupeneus barberinoides	native 	Bicolor goatfish 	Timbungan igabuku 	commercial 	commercial 
Perciformes	Mullidae	Parupeneus barberinus	native 	Dash-and-dot goatfish 	Biji nangka karang 	commercial 	commercial 
Perciformes	Mullidae	Parupeneus cyclostomus	native 	Gold-saddle goatfish 	Ciko-ciko 	commercial 	commercial 
Perciformes	Mullidae	Parupeneus heptacanthus	native 	Cinnabar goatfish 	Timbungan igabuku 	commercial 	commercial 
Perciformes	Mullidae	Parupeneus indicus	native 	Indian goatfish 	Biji nangka karang 	commercial 	commercial 
Perciformes	Mullidae	Parupeneus multifasciatus	native 	Manybar goatfish 	Timbungan tubba 	commercial 	commercial 
Perciformes	Mullidae	Parupeneus pleurostigma	native 	Sidespot goatfish 	Timbungan 	minor commercial 	minor commercial 
Perciformes	Mullidae	Parupeneus trifasciatus	native 	Doublebar goatfish 	Gantup mirah 	commercial 	commercial 
Myliobatiformes	Dasyatidae	Pastinachus sephen	native 	Cowtail stingray 	Pari ayam 	minor commercial 	minor commercial 
Myliobatiformes	Dasyatidae	Pateobatis bleekeri	native 	Bleeker's whipray 	 	commercial 	commercial 
Myliobatiformes	Dasyatidae	Pateobatis jenkinsii	native 	Jenkins whipray 	Pari aer 	commercial 	commercial 
Perciformes	Terapontidae	Pelates quadrilineatus	native 	Fourlined terapon 	Anak radja bau 	minor commercial 	minor commercial 
Clupeiformes	Pristigasteridae	Pellona ditchela	native 	Indian pellona 	Dero 	commercial 	commercial 
Perciformes	Nemipteridae	Pentapodus bifasciatus	native 	White-shouldered whiptail 	White-ear whiptail 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Pentapodus caninus	native 	Small-toothed whiptail 	Gurisi 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Pentapodus emeryii	native 	Double whiptail 	Blue whiptail 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Pentapodus nagasakiensis	native 	Japanese whiptail 	Japanese whiptail 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Pentapodus porosus	native 	Northwest Australian whiptail 	 	subsistence fisheries 	subsistence fisheries 
Perciformes	Nemipteridae	Pentapodus setosus	native 	Butterfly whiptail 	Empase 	minor commercial 	minor commercial 
Perciformes	Nemipteridae	Pentapodus trivittatus	native 	Three-striped whiptail 	Krisi 	subsistence fisheries 	subsistence fisheries 
Perciformes	Lutjanidae	Pinjalo pinjalo	native 	Pinjalo 	Penyalo 	minor commercial 	minor commercial 
Anguilliformes	Ophichthidae	Pisodonophis boro	native 	Rice-paddy eel 	Tonang 	minor commercial 	minor commercial 
Anguilliformes	Ophichthidae	Pisodonophis cancrivorus	native 	Longfin snake-eel 	Estuary snake eel 	minor commercial 	minor commercial 
Mugiliformes	Mugilidae	Planiliza subviridis	native 	Greenback mullet 	Bale balana 	minor commercial 	commercial 
Perciformes	Ephippidae	Platax teira	native 	Longfin batfish 	Platax jenggot 	commercial 	minor commercial 
Scorpaeniformes	Platycephalidae	Platycephalus indicus	native 	Bartail flathead 	Ikan anjing 	commercial 	commercial 
Perciformes	Haemulidae	Plectorhinchus flavomaculatus	native 	Lemonfish 	Gold-spotted sweetlips 	commercial 	commercial 
Perciformes	Haemulidae	Plectorhinchus picus	native 	Painted sweetlip 	Macanan 	commercial 	commercial 
Perciformes	Serranidae	Plectropomus areolatus	native 	Squaretail coralgrouper 	Sunu kasar 	minor commercial 	minor commercial 
